ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
AP026458.1|integron_01|AP026458.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026458.1|integron_01|AP026458.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026467.1|integron_01|AP026467.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026467.1|integron_01|AP026467.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026474.1|integron_01|AP026474.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026474.1|integron_01|AP026474.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026477.1|integron_01|AP026477.1_51	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
AP026477.1|integron_01|AP026477.1_52	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
AP026477.1|integron_01|AP026477.1_53	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026478.1|integron_01|AP026478.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026478.1|integron_01|AP026478.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026480.1|integron_01|AP026480.1_24	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
AP026480.1|integron_01|AP026480.1_25	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
AP026480.1|integron_01|AP026480.1_26	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026481.1|integron_01|AP026481.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026481.1|integron_01|AP026481.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026490.1|integron_01|AP026490.1_19	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
AP026490.1|integron_01|AP026490.1_20	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
AP026490.1|integron_01|AP026490.1_21	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026491.1|integron_01|AP026491.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026491.1|integron_01|AP026491.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026499.1|integron_01|AP026499.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026499.1|integron_01|AP026499.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026506.1|integron_01|AP026506.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026506.1|integron_01|AP026506.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026508.1|integron_01|AP026508.1_103	308	estX	macrolide esterase EstX				WP_001354011.1	UPI0001FB5D16	UniRef100_A0A2R4A7Q1,UniRef50_A0A2R4A7Q1,UniRef90_A0A2R4A7Q1
AP026508.1|integron_01|AP026508.1_104	202		Phosphoserine phosphatase				WP_000050382.1	UPI0000350841	UniRef100_Q75WM5,UniRef50_A0A936AE25,UniRef90_A0A6M6A7E5
AP026508.1|integron_01|AP026508.1_105	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026508.1|integron_01|AP026508.1_106	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
AP026508.1|integron_01|AP026508.1_107	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP026508.1|integron_01|AP026508.1_108	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP026508.1|integron_01|AP026508.1_109	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP026509.1|integron_01|AP026509.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026509.1|integron_01|AP026509.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026512.1|integron_01|AP026512.1_4	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026512.1|integron_01|AP026512.1_5	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026516.1|integron_01|AP026516.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026516.1|integron_01|AP026516.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026519.1|integron_01|AP026519.1_54	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
AP026519.1|integron_01|AP026519.1_55	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
AP026519.1|integron_01|AP026519.1_56	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026522.1|integron_01|AP026522.1_5	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP026522.1|integron_01|AP026522.1_6	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026531.1|integron_01|AP026531.1_67	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP026531.1|integron_01|AP026531.1_68	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
AP026531.1|integron_01|AP026531.1_69	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
AP026533.1|integron_01|AP026533.1_5	157	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	1.5.1.3	GO:0004146		WP_029391998.1	UPI00040D97F5	UniRef100_A0A7D5KZN7,UniRef50_Q934B2,UniRef90_A0A7D5KZN7
AP026533.1|integron_01|AP026533.1_6	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
AP026642.1|integron_01|AP026642.1_247	290	scrK	fructokinase ScrK	2.7.1.4	GO:0005524,GO:0008865,GO:0046872		WP_002292418.1	UPI0001B6ECDE	UniRef100_A0A367CBS1,UniRef50_C2BFH5,UniRef90_C9ABH7
AP026642.1|integron_01|AP026642.1_248	263		IS30 family transposase		GO:0004803				UniRef50_E6LJ39,UniRef90_UPI000FD7050C
AP026642.1|integron_01|AP026642.1_249	97		ROK family protein						UniRef50_UPI00292E9694,UniRef90_UPI00292E9694
AP026642.1|integron_01|AP026642.1_250	113		hypothetical protein						UniRef50_A0A376GZZ2,UniRef90_UPI0032C47D07
AP027409.1|integron_01|AP027409.1_5	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_286356140.1	UPI001DC6E62E	UniRef100_UPI001DC6E62E,UniRef50_Q59408,UniRef90_Q79DQ2
AP027409.1|integron_01|AP027409.1_6	284	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_P0AG05,UniRef90_W8FS12
AP027409.1|integron_01|AP027409.1_7	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP027468.1|integron_01|AP027468.1_320	284	aadA22	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	2.7.7.47	GO:0005524,GO:0009012,GO:0046677,GO:0070566			UPI000D20B2DE	UniRef100_A0A0U3BTT8,UniRef50_P0AG05,UniRef90_P0AG05
AP027468.1|integron_01|AP027468.1_321	273	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)				WP_000939727.1	UPI0000DA0804	UniRef100_Q17U47,UniRef50_Q17U47,UniRef90_Q17U47
AP027468.1|integron_01|AP027468.1_322	125		IS6 family transposase		GO:0004803				UniRef50_A0A809T0J3,UniRef90_A0A482M9M8
AP027469.1|integron_01|AP027469.1_1	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027469.1|integron_01|AP027469.1_55	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
AP027469.1|integron_01|AP027469.1_56	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP027469.1|integron_01|AP027469.1_57	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
AP027469.1|integron_01|AP027469.1_58	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP027469.1|integron_01|AP027469.1_59	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027478.1|integron_01|AP027478.1_59	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027478.1|integron_01|AP027478.1_60	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027478.1|integron_01|AP027478.1_61	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP027478.1|integron_01|AP027478.1_62	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
AP027530.1|integron_01|AP027530.1_1	38		Transposase						UniRef50_A0A0X1L3C2,UniRef90_A0A0X1L3C2
AP027530.1|integron_01|AP027530.1_2	296	estX	macrolide esterase EstX				WP_223151485.1	UPI00078C109F	UniRef100_A0A142CQM9,UniRef50_A0A2R4A7Q1,UniRef90_B2G4W1
AP027530.1|integron_01|AP027530.1_3	313	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47				UPI000EB779A0	UniRef100_A0A6G6AS92,UniRef50_P0AG05,UniRef90_W8FS12
AP027530.1|integron_01|AP027530.1_4	107	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_A0A2L0A089
AP027530.1|integron_01|AP027530.1_5	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027530.1|integron_01|AP027530.1_80	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
AP027717.1|integron_01|AP027717.1_8	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027717.1|integron_01|AP027717.1_9	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027717.1|integron_01|AP027717.1_10	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP027717.1|integron_01|AP027717.1_11	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
AP027717.1|integron_01|AP027717.1_12	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP027717.1|integron_01|AP027717.1_13	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
AP027717.1|integron_02|AP027717.1_41	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
AP027717.1|integron_02|AP027717.1_42	273	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)				WP_000939727.1	UPI0000DA0804	UniRef100_Q17U47,UniRef50_Q17U47,UniRef90_Q17U47
AP027717.1|integron_02|AP027717.1_43	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2						UniRef50_Q51348,UniRef90_A0A1U9ACP8
AP027717.1|integron_02|AP027717.1_44	99	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	3.5.2.6	GO:0008800,GO:0030655,GO:0046677	COG2367,V		UPI0006D9AD37	UniRef100_P62593,UniRef50_P62593,UniRef90_P62593
AP027755.1|integron_01|AP027755.1_50	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
AP027755.1|integron_01|AP027755.1_51	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP027755.1|integron_01|AP027755.1_52	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
AP027755.1|integron_01|AP027755.1_53	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP027755.1|integron_01|AP027755.1_54	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027755.1|integron_01|AP027755.1_55	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027770.1|integron_01|AP027770.1_250	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027770.1|integron_01|AP027770.1_251	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027770.1|integron_01|AP027770.1_252	313	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47				UPI000EB779A0	UniRef100_A0A6G6AS92,UniRef50_P0AG05,UniRef90_W8FS12
AP027770.1|integron_01|AP027770.1_253	296	estX	macrolide esterase EstX				WP_223151485.1	UPI00078C109F	UniRef100_A0A142CQM9,UniRef50_A0A2R4A7Q1,UniRef90_B2G4W1
AP027771.1|integron_01|AP027771.1_84	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
AP027771.1|integron_01|AP027771.1_85	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
AP027771.1|integron_01|AP027771.1_86	271	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47	GO:0005524,GO:0009012,GO:0046677,GO:0070566				UniRef50_P0AG05,UniRef90_P0AG05
AP027771.1|integron_01|AP027771.1_87	266	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	3.5.2.6	GO:0005886,GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677,GO:0071555	COG2602,V	WP_000846390.1	UPI00000009A2	UniRef100_P14489,UniRef50_P14489,UniRef90_P14489
AP027771.1|integron_01|AP027771.1_88	419	cmlA5	chloramphenicol efflux MFS transporter CmlA5		GO:0005886,GO:0016020,GO:0022857,GO:0042910,GO:0046677,GO:0055085,GO:1990961	COG2814,G		UPI0001574801	UniRef100_A0A482F506,UniRef50_P32482,UniRef90_P32482
AP027771.1|integron_01|AP027771.1_89	150	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2				WP_000237816.1	UPI00000B89C7	UniRef100_A0A8F3EUD1,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
AP027847.1|integron_01|AP027847.1_112	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP027847.1|integron_01|AP027847.1_113	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027847.1|integron_01|AP027847.1_114	313	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47				UPI000EB779A0	UniRef100_A0A6G6AS92,UniRef50_P0AG05,UniRef90_W8FS12
AP027847.1|integron_01|AP027847.1_115	296	estX	macrolide esterase EstX				WP_223151485.1	UPI00078C109F	UniRef100_A0A142CQM9,UniRef50_A0A2R4A7Q1,UniRef90_B2G4W1
AP027898.1|integron_01|AP027898.1_69	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
AP027898.1|integron_01|AP027898.1_70	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
AP027898.1|integron_01|AP027898.1_71	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
AP027898.1|integron_01|AP027898.1_72	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
AP027898.1|integron_01|AP027898.1_73	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
AP027898.1|integron_01|AP027898.1_74	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
AP028463.1|integron_01|AP028463.1_19	210	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82				UPI0000003DF8	UniRef100_Q849Y4,UniRef50_Q849Y4,UniRef90_Q849Y4
AP028463.1|integron_01|AP028463.1_20	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
AP028486.1|integron_01|AP028486.1_5	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
AP028486.1|integron_01|AP028486.1_6	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
AP028486.1|integron_01|AP028486.1_7	115	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3						UniRef50_A0A327WN48,UniRef90_A0A7R7ECL5
AP028551.1|integron_01|AP028551.1_8	199	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase					UPI000DC6E25D	UniRef100_A0A2Z5WQD3,UniRef50_Q849Y4,UniRef90_A0A076UB44
AP028551.1|integron_01|AP028551.1_9	110	qacG2	quaternary ammonium compound efflux SMR transporter QacG2			COG2076,V	WP_003830719.1	UPI00000BE248	UniRef100_M4MFI3,UniRef50_P0AGC9,UniRef90_M1JNG1
AP028551.1|integron_01|AP028551.1_10	246	blaIMP-1	subclass B1 metallo-beta-lactamase IMP-1	3.1.26.-,3.5.2.6	GO:0008270,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG0491,R	WP_003159548.1	UPI00000054D4	UniRef100_P52699,UniRef50_P52699,UniRef90_P52699
